"confero","collect","Present indicative first-person singular","I collect materials",645  
"conferre","bring to","Present active infinitive","to bring counsel to the council",645  
"conferre","collect","Present active infinitive","to collect information",645  
"confessus sum","admit","Perfect indicative first-person singular (deponent)","I have admitted my mistake",972  
"confessus sum","confess","Perfect indicative first-person singular (deponent)","I confessed all",972  
"confessus sum","disclose","Perfect indicative first-person singular (deponent)","I disclosed everything",972  
"confessus sum","reveal","Perfect indicative first-person singular (deponent)","I revealed the truth",972  
"conficere","accomplish","Present active infinitive","to accomplish great feats",894  
"conficere","complete","Present active infinitive","to complete the assignment",894  
"conficere","consume","Present active infinitive","to consume resources rapidly",894  
"conficere","destroy","Present active infinitive","to destroy the evidence",894  
"conficere","kill","Present active infinitive","to kill the invading beast",894  
"conficio","accomplish","Present indicative first-person singular","I accomplish my goals",894  
"conficio","complete","Present indicative first-person singular","I complete the task",894  
"conficio","consume","Present indicative first-person singular","I consume all my energy",894  
"conficio","destroy","Present indicative first-person singular","I destroy the old records",894  
"conficio","kill","Present indicative first-person singular","I kill the threat (poetic usage)",894  
"confiteor","admit","Present indicative first-person singular (deponent)","I admit my fault",972  
"confiteor","confess","Present indicative first-person singular (deponent)","I confess my crime",972  
"confiteor","disclose","Present indicative first-person singular (deponent)","I disclose my involvement",972  
"confiteor","reveal","Present indicative first-person singular (deponent)","I reveal the hidden truth",972  
"confiteri","admit","Present infinitive (deponent)","to admit wrongdoing",972  
"confiteri","confess","Present infinitive (deponent)","to confess openly",972  
"confiteri","disclose","Present infinitive (deponent)","to disclose the facts",972  
"confiteri","reveal","Present infinitive (deponent)","to reveal the secret",972  
"coniugis","husband","Genitive singular","The house of the husband was well kept",218  
"coniugis","spouse","Genitive singular","He spoke of his spouse with pride",218  
"coniugis","wife","Genitive singular","The tasks of the wife were many",218  
"coniunx","husband","Nominative singular","The husband returned from work",218  
"coniunx","spouse","Nominative singular","He greeted his spouse warmly",218  
"coniunx","wife","Nominative singular","The wife cared for the household",218  
"conor","attempt","Present indicative first-person singular (deponent)","I attempt a new approach",905  
"conor","try","Present indicative first-person singular (deponent)","I try to succeed",905  
"consecutus sum","attain","Perfect indicative first-person singular (deponent)","I attained a high rank",917  
"consecutus sum","follow up","Perfect indicative first-person singular (deponent)","I followed up thoroughly",917  
"consecutus sum","overtake","Perfect indicative first-person singular (deponent)","I overtook the target",917  
"consequi","attain","Present infinitive (deponent)","to attain success",917  
"consequi","follow up","Present infinitive (deponent)","to follow up the investigation",917  
"consequi","overtake","Present infinitive (deponent)","to overtake the fugitive",917  
"consequor","attain","Present indicative first-person singular (deponent)","I attain my goal",917  
"consequor","follow up","Present indicative first-person singular (deponent)","I follow up on the lead",917  
"consequor","overtake","Present indicative first-person singular (deponent)","I overtake my rival",917  
"consilii","council","Genitive singular","The influence of the council was strong",217  
"consilii","group of advisors","Genitive singular","He followed the advice of the group of advisors",217  
"consilii","plan","Genitive singular","The details of the plan were unclear",217  
"consilium","council","Nominative singular","The council convened to discuss",217  
"consilium","group of advisors","Nominative singular","A group of advisors offered guidance",217  
"consilium","plan","Nominative singular","The plan was approved",217  
"consistere","be composed of","Present active infinitive","to be composed of smaller parts",780  
"consistere","consist in","Present active infinitive","to consist in basic principles",780  
"consistere","take position","Present active infinitive","to take position on the field",780  
"consisto","be composed of","Present indicative third-person singular","The recipe is composed of simple ingredients",780  
"consisto","consist in","Present indicative third-person singular","His success does not consist in luck alone",780  
"consisto","take position","Present indicative first-person singular","I take position on the hill",780  
"constare","agree","Present active infinitive","to agree on these terms",731  
"constat","it is established that","Impersonal usage","It is established that we will proceed",731  
"constiti","agree","Perfect active first-person singular","I agreed after much debate",731  
"constiti","be composed of","Perfect active third-person singular","The solution was composed of several elements",780  
"constiti","consist in","Perfect active third-person singular","It consisted in a single rule",780  
"constiti","take position","Perfect active first-person singular","I took position among the ranks",780  
"constituere","establish","Present active infinitive","to establish protocols",652  
"constituere","put together","Present active infinitive","to put together resources",652  
"constitui","establish","Perfect active first-person singular","I established the rules",652  
"constitui","put together","Perfect active first-person singular","I put together a team",652  
"constituo","establish","Present indicative first-person singular","I establish a new system",652  
"constituo","put together","Present indicative first-person singular","I put together a plan",652  
"constitutum","establish","Accusative supine","in order to establish order",652  
"constitutum","put together","Accusative supine","in order to put everything together",652  
"consto","agree","Present indicative first-person singular","I agree with the proposal",731  
"consuetudinis","custom","Genitive singular","The origin of the custom is lost in time",954  
"consuetudinis","habit","Genitive singular","The strength of that habit was evident",954  
"consuetudo","custom","Nominative singular","This custom has endured for centuries",954  
"consuetudo","habit","Nominative singular","His habit of reading daily improved his skills",954  
"consul","consul","Nominative singular","The consul addressed the senate",321  
"consulere","consider the interests of","Present active infinitive","to consider the interests of the country",757
"consulere","consult","Present active infinitive","to consult experts",757
"consulere","plan","Present active infinitive","to plan the event",757
"consulis","consul","Genitive singular","The term of the consul ended",321  
"consulo","consider the interests of","Present indicative first-person singular","I consider the interests of the people",757
"consulo","consult","Present indicative first-person singular","I consult the council",757
"consulo","plan","Present indicative first-person singular","I plan our next move",757
"consultum","consider the interests of","Accusative supine","in order to consider the interests of everyone",757
"consultum","consult","Accusative supine","in order to consult them fully",757
"consultum","plan","Accusative supine","in order to plan carefully",757
"consului","consider the interests of","Perfect active first-person singular","I considered the interests of the city",757
"consului","consult","Perfect active first-person singular","I consulted my advisor",757
"consului","plan","Perfect active first-person singular","I planned the operation",757
"consumere","consume","Present active infinitive","to consume the supplies",869
"consumere","use up","Present active infinitive","to use up the last reserves",869
"consumo","consume","Present indicative first-person singular","I consume my resources",869
"consumo","use up","Present indicative first-person singular","I use up my remaining energy",869
"consumpsi","consume","Perfect active first-person singular","I consumed all the fuel",869
"consumpsi","use up","Perfect active first-person singular","I used up my savings",869
"consumptum","consume","Accusative supine","in order to consume everything",869
"consumptum","use up","Accusative supine","in order to use up what's left",869
"contactum","be contiguous to","Accusative supine","in order to be contiguous (archaic)",494
"contactum","touch","Accusative supine","in order to touch the relic",494
"contemnere","despise","Present active infinitive","to despise cruelty",615
"contemnere","disdain","Present active infinitive","to disdain shallow compliments",615
"contemnere","scorn","Present active infinitive","to scorn an offer",615
"contemno","despise","Present indicative first-person singular","I despise dishonesty",615
"contemno","disdain","Present indicative first-person singular","I disdain empty praise",615
"contemno","scorn","Present indicative first-person singular","I scorn such behavior",615
"contempsi","despise","Perfect active first-person singular","I despised his actions",615
"contempsi","disdain","Perfect active first-person singular","I disdained their flattery",615
"contempsi","scorn","Perfect active first-person singular","I scorned his suggestion",615
"contemptum","despise","Accusative supine","in order to despise no one (rare usage)",615
"contemptum","disdain","Accusative supine","in order to disdain that offer",615
"contemptum","scorn","Accusative supine","in order to scorn him publicly",615
"contentum","contain","Accusative supine","in order to contain the damage",804
"contentum","restrain","Accusative supine","in order to restrain them completely",804
"contigi","be contiguous to","Perfect active first-person singular","I was contiguous to the edge (rare usage)",494
"contigi","touch","Perfect active first-person singular","I touched the ancient wall",494
"continenter","continuously","Adverb","They talked continuously for hours on end",527
"contineo","contain","Present indicative first-person singular","I contain the spread of rumors",804
"contineo","restrain","Present indicative first-person singular","I restrain my anger",804
"continere","contain","Present active infinitive","to contain the situation",804
"continere","restrain","Present active infinitive","to restrain their impulses",804
"contingere","be contiguous to","Present active infinitive","to be contiguous to the border",494
"contingere","touch","Present active infinitive","to touch the artifact",494
"contingo","be contiguous to","Present indicative third-person singular","The property lines are contiguous to each other",494
"contingo","touch","Present indicative first-person singular","I touch the surface lightly",494
"continui","contain","Perfect active first-person singular","I contained the leak",804
"continui","restrain","Perfect active first-person singular","I restrained myself",804
"contra","against","Adverb","He fights against all odds",271
"contra","against","Preposition + acc","He marched against the enemy",271
"contra","opposite","Adverb","They stood opposite each other",271
"contra","opposite","Preposition + acc","They set up camp opposite the hill",271
"contuli","bring to","Perfect active first-person singular","I brought resources to the meeting",645  
"contuli","collect","Perfect active first-person singular","I collected all data",645  
"conveni","agree","Perfect active first-person singular","I agreed to the plan",698
"conveni","assemble","Perfect active first-person singular","I assembled with them yesterday",698
"conveni","meet","Perfect active first-person singular","I met him at the gate",698
"convenio","agree","Present indicative first-person singular","I agree with your suggestion (rare usage)",698
"convenio","assemble","Present indicative first-person singular","I assemble with my colleagues",698
"convenio","meet","Present indicative first-person singular","I meet my friend in the city",698
"convenire","agree","Present active infinitive","to agree on terms",698
"convenire","assemble","Present active infinitive","to assemble at the forum",698
"convenire","meet","Present active infinitive","to meet for dinner",698
"conventum","agree","Accusative supine","in order to agree unanimously",698
"conventum","assemble","Accusative supine","in order to assemble the team",698
"conventum","meet","Accusative supine","in order to meet formally",698
"conversum","change","Accusative supine","in order to change the outcome",834
"conversum","turn about","Accusative supine","in order to turn about completely",834
"conversum","turn","Accusative supine","in order to turn everything around",834
"convertere","change","Present active infinitive","to change direction",834
"convertere","turn about","Present active infinitive","to turn about swiftly",834
"convertere","turn","Present active infinitive","to turn the wheel",834
"converti","change","Perfect active first-person singular","I changed my plan",834
"converti","turn about","Perfect active first-person singular","I turned about in surprise",834
"converti","turn","Perfect active first-person singular","I turned the table around",834
"converto","change","Present indicative first-person singular","I change my approach",834
"converto","turn about","Present indicative first-person singular","I turn about to face the music",834
"converto","turn","Present indicative first-person singular","I turn the page",834
"convivii","banquet","Genitive singular","The atmosphere of the banquet was joyful",921
"convivii","feast","Genitive singular","The host of the feast welcomed everyone",921
"convivium","banquet","Nominative singular","The banquet lasted all night",921
"convivium","feast","Nominative singular","A grand feast was held",921
"copia","abundance","Nominative singular","An abundance of food was stored",331
"copiae","abundance","Genitive singular","The extent of the abundance was surprising",331
"copiae","troops","Nominative plural","The troops arrived at dawn",331
"copiarum","troops","Genitive plural","The deployment of the troops was strategic",331
"cor","heart","Nominative singular","The heart beats steadily",795
"cor","pleasing","Nominative singular","Music is pleasing to her",795
"cordis","heart","Genitive singular","The function of the heart is vital",795
"cordis","pleasing","Genitive singular","The idea of rest is pleasing to him",795
"cornu","horn","Nominative singular","The horn of the bull is sharp",591
"cornus","horn","Genitive singular","He polished the surface of the horn",591
"corporis","body","Genitive singular","The health of the body depends on exercise",75
"corpus","body","Nominative singular","The body needs rest",75
"corrumpere","break up","Present active infinitive","to break up the old arrangements",870
"corrumpere","destroy","Present active infinitive","to destroy the foundation",870
"corrumpere","ruin","Present active infinitive","to ruin the surprise",870
"corrumpo","break up","Present indicative first-person singular","I break up the alliance",870
"corrumpo","destroy","Present indicative first-person singular","I destroy the evidence",870
"corrumpo","ruin","Present indicative first-person singular","I ruin my reputation",870
"corrupi","break up","Perfect active first-person singular","I broke up their plan",870
"corrupi","destroy","Perfect active first-person singular","I destroyed all traces",870
"corrupi","ruin","Perfect active first-person singular","I ruined the plan accidentally",870
"corruptum","break up","Accusative supine","in order to break up the structure",870
"corruptum","destroy","Accusative supine","in order to destroy the records",870
"corruptum","ruin","Accusative supine","in order to ruin the arrangement",870
"creare","choose","Present active infinitive","to choose the best option",978
"creare","create","Present active infinitive","to create opportunities",978
"creare","elect","Present active infinitive","to elect a new representative",978
"creare","produce","Present active infinitive","to produce results",978
"creatum","choose","Accusative supine","in order to choose correctly",978
"creatum","create","Accusative supine","in order to create something new",978
"creatum","elect","Accusative supine","in order to elect the council",978
"creatum","produce","Accusative supine","in order to produce the outcome",978
"creavi","choose","Perfect active first-person singular","I chose him for the job",978
"creavi","create","Perfect active first-person singular","I created a design",978
"creavi","elect","Perfect active first-person singular","I elected her by majority vote",978
"creavi","produce","Perfect active first-person singular","I produced the final draft",978
"credere","believe","Present active infinitive","to believe the story",109
"credidi","believe","Perfect active first-person singular","I believed his words",109
"creditum","believe","Accusative supine","in order to believe wholeheartedly",109
"credo","believe","Present indicative first-person singular","I believe in the promise",109
"creo","choose","Present indicative first-person singular","I choose this path",978
"creo","create","Present indicative first-person singular","I create works of art",978
"creo","elect","Present indicative first-person singular","I elect him as leader",978
"creo","produce","Present indicative first-person singular","I produce new ideas",978
"crescere","grow","Present active infinitive","to grow to full size",609
"crescere","increase","Present active infinitive","to increase in size",609
"cresco","grow","Present indicative first-person singular","I grow stronger daily",609
"cresco","increase","Present indicative first-person singular","I increase in knowledge",609
"cretum","discern","Accusative supine","in order to discern accurately",655
"cretum","grow","Accusative supine","in order to grow steadily",609
"cretum","increase","Accusative supine","in order to increase profits",609
"cretum","separate","Accusative supine","in order to separate the components",655
"crevi","discern","Perfect active first-person singular","I discerned the signs",655
"crevi","grow","Perfect active first-person singular","I grew up in the countryside",609
"crevi","increase","Perfect active first-person singular","I increased our holdings",609
"crevi","separate","Perfect active first-person singular","I separated the mixture",655
"crimen","accusation","Nominative singular","An accusation was made against him",475
"crimen","verdict","Nominative singular","The verdict was harsh",475
"criminis","accusation","Genitive singular","The basis of the accusation was weak",475
"criminis","verdict","Genitive singular","The finality of the verdict",475
"cucurri","run","Perfect active first-person singular","I ran a marathon yesterday",562
"culpa","blame","Nominative singular","The blame falls on them",769
"culpa","fault","Nominative singular","The fault lies with the supervisor",769
"culpa","guilt","Nominative singular","He admitted his guilt",769
"culpae","blame","Genitive singular","They denied the blame completely",769
"culpae","fault","Genitive singular","The cause of the fault was negligence",769
"culpae","guilt","Genitive singular","The weight of his guilt was heavy",769
"cultum","cultivate","Accusative supine","in order to cultivate the land",333  
"cultum","inhabit","Accusative supine","in order to inhabit those regions",333  
"cum","although","Conjunction + subj","Although I disagree, I will comply",10
"cum","since","Conjunction + subj","Since he was late, we left",10
"cum","when","Conjunction + subj","When night fell, they retreated",10
"cum","whenever","Relative usage","Whenever he calls, she answers",970
"cum","with","Preposition + abl","He travels with a friend",10
"cuncta","all together","Feminine nominative singular","She prepared all together in one package",292
"cuncta","entire","Feminine nominative singular","She managed the entire estate",292
"cunctum","all together","Neuter nominative singular","We must unite all together for success",292
"cunctum","entire","Neuter nominative singular","That task requires the entire day",292
"cunctus","all together","Masculine nominative singular","He gathered all together to discuss",292
"cunctus","entire","Masculine nominative singular","He oversees the entire project",292
"cupere","desire","Present active infinitive","to desire freedom",441
"cupidinis","craving","Genitive singular","The urgency of his craving was apparent",906
"cupidinis","desire","Genitive singular","The intensity of that desire is strong",906
"cupidinis","eagerness","Genitive singular","The power of her eagerness motivated others",906
"cupido","craving","Nominative singular","A craving for success consumed him",906
"cupido","desire","Nominative singular","Desire drives him forward",906
"cupido","eagerness","Nominative singular","Eagerness filled her heart",906
"cupio","desire","Present indicative first-person singular","I desire a peaceful life",441
"cupitum","desire","Accusative supine","in order to desire no more (rare usage)",441
"cupivi","desire","Perfect active first-person singular","I desired the trophy",441
"cur","why","Adverb","Why are you here?",404
"cura","care","Nominative singular","Care for others is essential",186
"cura","concern","Nominative singular","Concern for his safety grew",186
"curae","care","Genitive singular","The responsibility of care belongs to her",186
"curae","concern","Genitive singular","The gravity of her concern was evident",186
"curare","care for","Present active infinitive","to care for the wounded",743
"curare","look after","Present active infinitive","to look after her interests",743
"curare","watch over","Present active infinitive","to watch over the garden",743
"curatum","care for","Accusative supine","in order to care for them effectively",743
"curatum","look after","Accusative supine","in order to look after them well",743
"curatum","watch over","Accusative supine","in order to watch over everything carefully",743
"curavi","care for","Perfect active first-person singular","I cared for the sick",743
"curavi","look after","Perfect active first-person singular","I looked after the accounts",743
"curavi","watch over","Perfect active first-person singular","I watched over his affairs",743
"curo","care for","Present indicative first-person singular","I care for the garden daily",743
"curo","look after","Present indicative first-person singular","I look after the house",743
"curo","watch over","Present indicative first-person singular","I watch over the children",743
"currere","run","Present active infinitive","to run faster each day",562
"curro","run","Present indicative first-person singular","I run every morning",562
"currus","chariot","Genitive singular","The wheels of the chariot were reinforced",491
"currus","chariot","Nominative singular","The chariot sped across the arena",491
"cursum","run","Accusative supine","in order to run competitively",562
"cursus","advance","Genitive singular","The momentum of the advance was lost",351
"cursus","advance","Nominative singular","His advance was halted by the enemy",351
"cursus","course","Genitive singular","The length of the course was daunting",351
"cursus","course","Nominative singular","The course of the river bends east",351
"custodis","guardian","Genitive singular","The duty of the guardian was clear",622
"custos","guardian","Nominative singular","The guardian kept watch at the gate",622
"damnare","condemn","Present active infinitive","to condemn wrongdoing",751
"damnatum","condemn","Accusative supine","in order to condemn effectively",751
"damnavi","condemn","Perfect active first-person singular","I condemned the traitor",751
"damni","damage","Genitive singular","The cost of the damage is high",926
"damni","injury","Genitive singular","The severity of the injury was great",926
"damno","condemn","Present indicative first-person singular","I condemn his actions",751
"damnum","damage","Nominative singular","The damage was extensive",926
"damnum","injury","Nominative singular","An injury resulted from the accident",926
"dare","give","Present active infinitive","to give a gift",28
"datum","give","Accusative supine","in order to give generously",28
"de","about","Preposition + abl","They spoke about the plan",46
"de","concerning","Preposition + abl","This book is concerning ancient history",46
"de","down from","Preposition + abl","He climbed down from the tree",46
"dea","goddess","Nominative singular","A goddess guarded the forest",42
"deae","goddess","Genitive singular","The shrine of the goddess stood nearby",42
"debeo","be obliged","Present indicative first-person singular","I am obliged to return the favor",155
"debeo","owe","Present indicative first-person singular","I owe him a favor",155
"debere","be obliged","Present active infinitive","to be obliged by contract",155
"debere","owe","Present active infinitive","to owe money to the lender",155
"debitum","be obliged","Accusative supine","in order to be obliged legally",155
"debitum","owe","Accusative supine","in order to owe nothing further (rare)",155
"debui","be obliged","Perfect active first-person singular","I was obliged to comply",155
"debui","owe","Perfect active first-person singular","I owed a debt to the bank",155
"decem","ten","Numeral","He counted ten coins",914
"decere","it is fitting","Impersonal present infinitive","to be fitting in formal attire",718
"decere","it is proper","Impersonal present infinitive","to be proper in conduct",718
"decere","it is right","Impersonal present infinitive","to be right in principle",718
"decernere","decide","Present active infinitive","to decide the matter",800
"decernere","determine","Present active infinitive","to determine the verdict",800
"decerno","decide","Present indicative first-person singular","I decide the case's fate",800
"decerno","determine","Present indicative first-person singular","I determine the outcome",800
"decet","it is fitting","Impersonal present indicative","It is fitting for you to apologize",718
"decet","it is proper","Impersonal present indicative","It is proper to show respect",718
"decet","it is right","Impersonal present indicative","It is right to follow the law",718
"decoris","beauty","Genitive singular","The essence of its beauty was timeless",548
"decoris","glory","Genitive singular","He reveled in the glory of his triumph",548
"decoris","grace","Genitive singular","The subtlety of her grace impressed all",548
"decoris","honor","Genitive singular","The weight of that honor was great",548
"decoris","ornament","Genitive singular","The shine of that ornament was striking",548
"decretum","decide","Accusative supine","in order to decide with finality",800
"decretum","determine","Accusative supine","in order to determine the truth",800
"decrevi","decide","Perfect active first-person singular","I decided the dispute",800
"decrevi","determine","Perfect active first-person singular","I determined the best course of action",800
"decuit","it was fitting","Impersonal perfect","It was fitting to remain silent",718
"decuit","it was proper","Impersonal perfect","It was proper to attend",718
"decuit","it was right","Impersonal perfect","It was right for them to comply",718
"decus","beauty","Nominative singular","Beauty adorned the temple",548
"decus","glory","Nominative singular","Glory awaited the victors",548
"decus","grace","Nominative singular","Grace marked her movements",548
"decus","honor","Nominative singular","Honor demanded fair play",548
"decus","ornament","Nominative singular","An ornament adorned his shield",548
"dedi","give","Perfect active first-person singular","I gave him the book",28
"deducere","launch","Present active infinitive","to launch the vessel at dawn",661
"deducere","lead away","Present active infinitive","to lead away the crowd",661
"deduco","launch","Present indicative first-person singular","I launch the ship into the sea",661
"deduco","lead away","Present indicative first-person singular","I lead away the prisoners",661
"deductum","launch","Accusative supine","in order to launch without delay",661
"deductum","lead away","Accusative supine","in order to lead away quietly",661
"deduxi","launch","Perfect active first-person singular","I launched the expedition yesterday",661
"deduxi","lead away","Perfect active first-person singular","I led away the captives",661
"deesse","be lacking","Present active infinitive","to be lacking in courage",463
"defeci","fail","Perfect active first-person singular","I failed despite my efforts",676
"defeci","give out","Perfect active first-person singular","I gave out before finishing",676
"defeci","revolt from","Perfect active first-person singular","I revolted from the rulers",676
"defectum","fail","Accusative supine","in order to fail beyond redemption (rare usage)",676
"defectum","give out","Accusative supine","in order to give out completely",676
"defectum","revolt from","Accusative supine","in order to revolt from their control",676
"defendere","defend","Present active infinitive","to defend the city",653
"defendere","ward off","Present active infinitive","to ward off an attack",653
"defendi","defend","Perfect active first-person singular","I defended the stronghold",653
"defendi","ward off","Perfect active first-person singular","I warded off the threat",653
"defendo","defend","Present indicative first-person singular","I defend my position",653
"defendo","ward off","Present indicative first-person singular","I ward off danger",653
"defensum","defend","Accusative supine","in order to defend forcefully",653
"defensum","ward off","Accusative supine","in order to ward off intruders",653
"defero","carry away","Present indicative first-person singular","I carry away the evidence",805
"defero","report","Present indicative first-person singular","I report the findings",805
"deferre","carry away","Present active infinitive","to carry away the supplies",805
"deferre","report","Present active infinitive","to report the incident to authorities",805
"deficere","fail","Present active infinitive","to fail when under pressure",676
"deficere","give out","Present active infinitive","to give out from exhaustion",676
"deficere","revolt from","Present active infinitive","to revolt from the regime",676
"deficio","fail","Present indicative first-person singular","I fail to meet the requirement",676
"deficio","give out","Present indicative first-person singular","I give out after running too long",676
"deficio","revolt from","Present indicative first-person singular","I revolt from my former allies",676
"defui","be lacking","Perfect active first-person singular","I was lacking in judgment then",463
"dei","god","Genitive singular","The temple of the god was ancient",42
"dein","next","Adverb","Next, we approached the gate",150
"deinde","then","Adverb","Then we continued our journey",150
"delatum","carry away","Accusative supine","in order to carry away swiftly",805
"delatum","report","Accusative supine","in order to report all details",805
"denique","finally","Adverb","Finally, the conflict ended",796
"descendere","climb down","Present active infinitive","to climb down into the ravine",802
"descendere","descend","Present active infinitive","to descend the steps",802
"descendi","climb down","Perfect active first-person singular","I climbed down safely",802
"descendi","descend","Perfect active first-person singular","I descended from the mountain",802
"descendo","climb down","Present indicative first-person singular","I climb down the ladder",802
"descendo","descend","Present indicative first-person singular","I descend into the valley",802
"descensum","climb down","Accusative supine","in order to climb down carefully",802
"descensum","descend","Accusative supine","in order to descend cautiously",802
"deserere","abandon","Present active infinitive","to abandon hope",544
"deserere","desert","Present active infinitive","to desert in the face of adversity",544
"deserere","leave","Present active infinitive","to leave them behind",544
"desero","abandon","Present indicative first-person singular","I abandon the plan halfway",544
"desero","desert","Present indicative first-person singular","I desert my post (negative sense)",544
"desero","leave","Present indicative first-person singular","I leave the project unfinished",544
"desertum","abandon","Accusative supine","in order to abandon all effort",544
"desertum","desert","Accusative supine","in order to desert the cause completely",544
"desertum","leave","Accusative supine","in order to leave everything behind",544
"deserui","abandon","Perfect active first-person singular","I abandoned the old project",544
"deserui","desert","Perfect active first-person singular","I deserted my companions",544
"deserui","leave","Perfect active first-person singular","I left the battlefield",544
"desiderare","desire greatly","Present active infinitive","to desire greatly a better life",892
"desiderare","long for","Present active infinitive","to long for home",892
"desideratum","desire greatly","Accusative supine","in order to desire greatly all good things (rare)",892
"desideratum","long for","Accusative supine","in order to long for what was lost (poetic)",892
"desideravi","desire greatly","Perfect active first-person singular","I desired greatly an end to conflict",892
"desideravi","long for","Perfect active first-person singular","I longed for a return to peace",892
"desidero","desire greatly","Present indicative first-person singular","I desire greatly to succeed",892
"desidero","long for","Present indicative first-person singular","I long for her presence",892
"desii","cease","Perfect active first-person singular","I ceased to argue further",624
"desii","leave off","Perfect active first-person singular","I left off the argument",624
"desinere","cease","Present active infinitive","to cease hostilities",624
"desinere","leave off","Present active infinitive","to leave off old habits",624
"desino","cease","Present indicative first-person singular","I cease my efforts at sunset",624
"desino","leave off","Present indicative first-person singular","I leave off this conversation now",624
"desitum","cease","Accusative supine","in order to cease operations completely",624
"desitum","leave off","Accusative supine","in order to leave off all debates",624
"desum","be lacking","Present indicative first-person singular","I am lacking the necessary funds",463
"detuli","carry away","Perfect active first-person singular","I carried away the items",805
"detuli","report","Perfect active first-person singular","I reported the theft immediately",805
"deus","god","Nominative singular","A god was worshipped here",42
"dexter","right","Masculine nominative singular","He raised his right hand",260
"dextera","right hand","Nominative singular (feminine)","Her right hand was injured",260
"dextra","right","Feminine nominative singular","She used her right hand to write",260
"dextrae","right hand","Genitive singular","The strength of her right hand was impressive",260
"dextrum","right","Neuter nominative singular","This path is on the right side",260
"dicere","appoint a day","Present active infinitive","to appoint a day for the ceremony",33
"dicere","plead a case","Present active infinitive","to plead a case with skill",33
"dicere","say","Present active infinitive","to say the truth",33
"dico","appoint a day (diem dicere)","Present indicative first-person singular","I appoint a day for the hearing",33
"dico","plead a case (causam dicere)","Present indicative first-person singular","I plead a case before the court",33
"dico","say","Present indicative first-person singular","I say what I believe",33
"dictum","appoint a day","Accusative supine","in order to appoint a day officially",33
"dictum","plead a case","Accusative supine","in order to plead a case successfully",33
"dictum","say","Accusative supine","in order to say it plainly",33
"didici","learn","Perfect active first-person singular","I learned the skill long ago",465
"diei","day","Genitive singular (masculine/feminine)","The dawn of the day was clear",54
"dies","day","Nominative singular (masculine/feminine)","The day grows warm",54
"differo","defer","Present indicative first-person singular","I defer the decision until later",880
"differo","differ","Present indicative first-person singular","I differ from his opinion",880
"differo","divulge","Present indicative first-person singular","I divulge the secret information",880
"differo","publish","Present indicative first-person singular","I publish my findings widely",880
"differo","scatter","Present indicative first-person singular","I scatter seeds in the field",880
"differre","defer","Present active infinitive","to defer judgment temporarily",880
"differre","differ","Present active infinitive","to differ on methodology",880
"differre","divulge","Present active infinitive","to divulge everything at once",880
"differre","publish","Present active infinitive","to publish the results next month",880
"differre","scatter","Present active infinitive","to scatter the letters across the table",880
"difficile","difficult","Neuter nominative singular","That puzzle is difficult",861
"difficile","hard","Neuter nominative singular","This step is hard to master",861
"difficile","not easy","Neuter nominative singular","This test is not easy",861
"difficilis","difficult","Masculine/feminine nominative singular","He found the task difficult",861
"difficilis","hard","Masculine/feminine nominative singular","He overcame a hard obstacle",861
"difficilis","not easy","Masculine/feminine nominative singular","She faced a not easy challenge",861
"digna","worthy","Feminine nominative singular","She is worthy of respect",291
"dignitas","honor","Nominative singular","He valued honor above all else",956
"dignitas","reputation","Nominative singular","Her reputation preceded her",956
"dignitas","worth","Nominative singular","His worth was never in doubt",956
"dignitatis","honor","Genitive singular","The high cost of honor weighed on him",956
"dignitatis","reputation","Genitive singular","The strength of her reputation opened doors",956
"dignitatis","worth","Genitive singular","The recognition of his worth came late",956
"dignum","worthy","Neuter nominative singular","This deed is worthy of remembrance",291
"dignus","worthy","Masculine nominative singular","He is worthy of praise",291
"dilatum","defer","Accusative supine","in order to defer the outcome",880
"dilatum","differ","Accusative supine","in order to differ deliberately (rare)",880
"dilatum","divulge","Accusative supine","in order to divulge fully",880
"dilatum","publish","Accusative supine","in order to publish the report",880
"dilatum","scatter","Accusative supine","in order to scatter thoroughly",880
"dilectum","cherish","Accusative supine","in order to cherish fully",973
"dilectum","choose","Accusative supine","in order to choose properly",973
"dilectum","love","Accusative supine","in order to love wholeheartedly",973
"dilexi","cherish","Perfect active first-person singular","I cherished that gift for years",973
"dilexi","choose","Perfect active first-person singular","I chose him for the role",973
"dilexi","love","Perfect active first-person singular","I loved the moment we shared",973
"diligere","cherish","Present active infinitive","to cherish valuable memories",973
"diligere","choose","Present active infinitive","to choose the best option",973
"diligere","love","Present active infinitive","to love unconditionally",973
"diligo","cherish","Present indicative first-person singular","I cherish our friendship",973
"diligo","choose","Present indicative first-person singular","I choose my words carefully",973
"diligo","love","Present indicative first-person singular","I love my family deeply",973
"dimisi","send away","Perfect active first-person singular","I sent away the servants for now",777
"dimissum","send away","Accusative supine","in order to send away all suspects",777
"dimittere","send away","Present active infinitive","to send away the soldiers",777
"dimitto","send away","Present indicative first-person singular","I send away the messenger",777
"dis","rich","Alternate nominative form","He is poetically called dis among his peers",564
"discedere","depart","Present active infinitive","to depart at first light",726
"discedere","go away","Present active infinitive","to go away quietly",726
"discedo","depart","Present indicative first-person singular","I depart from the city",726
"discedo","go away","Present indicative first-person singular","I go away at dawn",726
"discere","learn","Present active infinitive","to learn the language",465
"discessi","depart","Perfect active first-person singular","I departed without warning",726
"discessi","go away","Perfect active first-person singular","I went away before sunset",726
